account_id,contract_type,customer_id,has_device_protection,has_internet_service,has_multiple_lines,has_online_backup,has_online_security,has_phone_service,has_premium_tech_support,has_unlimited_data,internet_type,num_referrals,paperless_billing,payment_method,tenure_months,avg_gb_download_monthly,avg_long_distance_fee_monthly,stream_movie,stream_music,stream_tv,total_charges_quarter,total_long_distance_fee,total_monthly_fee,total_refunds,age,gender,married,num_dependents,senior_citizen,zip_code,area_id,city,latitutde,longitude,population,status
TUHD-FALND,Two Year,2190-PHBHR,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Fiber Optic,5,Yes,Credit Card,72,48,22.74,Yes,Yes,No,6921.7,1637.28,94.45,0.0,22,Female,Yes,0,No,93628,790,Hume,36.807595,-118.901544,93,0
TUJX-LGGZK,Two Year,0253-ZTEOB,No,Yes,Yes,Yes,No,Yes,Yes,Yes,DSL,5,No,Bank Withdrawal,48,27,8.94,Yes,Yes,Yes,3870.3,429.12,79.65,0.0,44,Female,Yes,1,No,90004,4,Los Angeles,34.076259,-118.310715,67852,0
TUPG-RTDKC,Two Year,1227-UDMZR,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable,4,Yes,Bank Withdrawal,72,26,2.95,Yes,Yes,Yes,6637.9,212.4,91.15,0.0,53,Female,Yes,0,No,94536,948,Fremont,37.572273,-121.964583,66543,0
TUUB-ZZNQH,Month-to-Month,4484-CGXFK,No,Yes,No,No,No,Yes,No,Yes,DSL,0,Yes,Bank Withdrawal,3,7,25.96,Yes,Yes,No,196.15,77.88,55.3,0.0,45,Female,No,0,No,95623,1344,El Dorado,38.63153,-120.842609,4097,1
TVGY-EKEPW,Two Year,3298-QEICA,No,Yes,No,No,Yes,No,Yes,Yes,DSL,10,No,Credit Card,23,42,0.0,No,No,No,813.45,0.0,34.6,0.0,27,Female,Yes,0,No,92708,568,Fountain Valley,33.712036,-117.950113,54548,0
TVIE-AMNKN,Month-to-Month,1640-PLFMP,No,Yes,No,No,No,Yes,No,No,Fiber Optic,0,Yes,Bank Withdrawal,1,51,10.05,No,No,No,70.25,10.05,70.25,0.0,20,Female,No,0,No,90026,24,Los Angeles,34.078991,-118.263804,73686,0
TVNN-RMASN,Month-to-Month,1098-TDVUQ,No,No,No,No,No,Yes,No,No,None,0,Yes,Bank Withdrawal,1,0,9.44,No,No,No,19.25,9.44,19.25,0.0,34,Female,No,0,No,91977,309,Spring Valley,32.726627,-116.994608,56100,0
TWDX-NYWSV,Two Year,4098-NAUKP,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Fiber Optic,1,Yes,Bank Withdrawal,68,13,20.31,No,No,No,5683.6,1381.08,84.65,0.0,70,Male,Yes,1,Yes,93445,719,Oceano,35.059695,-120.604741,7435,0
TWIG-QKVJI,Month-to-Month,2774-LVQUS,Yes,Yes,Yes,No,No,Yes,Yes,No,Fiber Optic,2,Yes,Bank Withdrawal,15,3,44.13,No,No,No,1258.3,661.95,83.05,0.0,65,Female,Yes,0,Yes,92592,521,Temecula,33.507255,-117.029473,46171,1
TWIW-ZLMSO,Month-to-Month,1629-DQQVB,No,Yes,No,No,Yes,Yes,No,Yes,Cable,0,No,Bank Withdrawal,14,59,36.22,No,No,No,709.5,507.08,50.1,0.0,19,Female,No,0,No,93530,747,Keeler,36.560498,-117.962461,71,0
TXBY-WJXHB,Two Year,3657-COGMW,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Fiber Optic,0,No,Credit Card,52,18,11.01,Yes,No,Yes,5839.3,572.52,108.1,0.0,76,Female,No,0,Yes,93405,701,San Luis Obispo,35.236549,-120.727344,31982,0
TXQV-TXPKJ,Month-to-Month,2856-NNASM,No,Yes,No,No,No,Yes,No,Yes,Fiber Optic,0,Yes,Mailed Check,43,6,39.12,Yes,Yes,Yes,3856.75,1682.16,89.55,0.0,74,Male,No,0,Yes,95407,1225,Santa Rosa,38.394091,-122.739814,30876,1
TXRL-GSRJJ,Month-to-Month,1754-GKYPY,No,Yes,No,No,No,Yes,No,Yes,Fiber Optic,8,Yes,Bank Withdrawal,22,14,22.38,Yes,Yes,Yes,1938.9,492.36,89.75,0.0,65,Male,Yes,0,Yes,90746,148,Carson,33.859171,-118.252272,25566,0
TYBW-HGXKS,Two Year,1837-YQUCE,Yes,Yes,No,No,Yes,No,Yes,Yes,DSL,0,Yes,Bank Withdrawal,70,13,0.0,Yes,Yes,Yes,4214.25,0.0,58.35,0.0,54,Female,No,0,No,90620,118,Buena Park,33.845706,-118.012204,44442,0
TYEH-BAOIO,Month-to-Month,2908-ZTPNF,No,Yes,No,Yes,No,No,Yes,Yes,Cable,0,Yes,Bank Withdrawal,36,2,0.0,No,No,No,1267.2,0.0,34.85,0.0,41,Female,No,0,No,94566,970,Pleasanton,37.633361,-121.862395,36669,0
TYJZ-TVOYP,Two Year,3795-CAWEX,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,5,Yes,Credit Card,70,71,40.77,Yes,Yes,Yes,8152.3,2853.9,116.55,0.0,21,Male,Yes,2,No,96096,1587,Whitmore,40.637105,-121.906949,843,0
TYMZ-NYTVO,Two Year,3716-LRGXK,Yes,Yes,Yes,No,No,Yes,No,Yes,Fiber Optic,0,No,Credit Card,60,48,10.05,Yes,Yes,Yes,6067.4,603.0,101.15,0.0,27,Male,Yes,0,No,95136,1117,San Jose,37.270938,-121.851046,36944,0
TYNH-AAEGN,Two Year,2498-XLDZR,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL,1,No,Credit Card,32,59,19.76,Yes,Yes,No,2316.85,632.32,73.6,12.66,26,Female,Yes,1,No,92113,361,San Diego,32.697098,-117.116587,47431,0
TZGO-NBCBD,Month-to-Month,0787-LHDYT,No,No,No,No,No,Yes,No,No,None,0,Yes,Credit Card,16,0,33.44,No,No,No,330.25,535.04,20.6,0.0,36,Male,No,0,No,93924,843,Carmel Valley,36.414611,-121.6386,6691,0
TZLR-OZOVZ,Month-to-Month,1202-KKGFU,No,Yes,No,No,Yes,Yes,Yes,Yes,DSL,4,No,Bank Withdrawal,12,51,23.99,No,No,No,690.5,287.88,54.2,0.0,24,Female,Yes,0,No,95550,1305,Korbel,40.7666,-123.80458,155,0
TZSL-HURZU,One Year,3932-CMDTD,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Fiber Optic,0,Yes,Bank Withdrawal,4,52,43.45,Yes,Yes,Yes,443.9,173.8,105.65,0.0,29,Female,No,0,No,92610,527,Foothill Ranch,33.698728,-117.67768,10936,1
UAGY-XAIII,Month-to-Month,1273-MTETI,Yes,Yes,Yes,No,No,Yes,No,Yes,Fiber Optic,0,Yes,Bank Withdrawal,4,4,12.86,Yes,No,No,372.45,51.44,88.85,0.0,69,Female,No,0,Yes,91737,253,Rancho Cucamonga,34.245289,-117.642503,23079,1
UAGZ-ONWNY,Month-to-Month,3976-NLDEZ,No,No,No,No,No,Yes,No,No,None,0,No,Credit Card,1,0,1.48,No,No,No,20.6,1.48,20.6,0.0,55,Male,No,0,No,91752,262,Mira Loma,33.999992,-117.535395,18980,0
UAPL-IMSZX,Month-to-Month,2012-NWRPA,Yes,Yes,Yes,No,No,Yes,No,Yes,Fiber Optic,1,Yes,Bank Withdrawal,11,14,1.28,Yes,No,Yes,1131.2,14.08,99.55,0.0,78,Female,Yes,0,Yes,95355,1197,Modesto,37.672906,-120.946594,47613,1
UARB-SZVYQ,Month-to-Month,4298-OYIFC,Yes,Yes,Yes,No,No,Yes,Yes,No,Fiber Optic,1,Yes,Bank Withdrawal,15,13,18.6,Yes,Yes,Yes,1539.8,279.0,103.45,0.0,59,Male,Yes,0,No,96118,1603,Loyalton,39.637471,-120.226338,1822,0
UATB-YUGED,One Year,4619-EVPHY,No,Yes,No,No,No,Yes,No,Yes,Fiber Optic,2,Yes,Bank Withdrawal,20,2,38.85,Yes,Yes,Yes,1859.5,777.0,91.0,0.0,65,Female,Yes,0,Yes,93241,657,Lamont,35.245035,-118.905553,15364,0
UBSX-XCIUZ,Two Year,3266-FTKHB,No,No,No,No,No,Yes,No,No,None,0,No,Credit Card,17,0,27.66,No,No,No,343.45,470.22,19.15,28.63,35,Male,No,0,No,95903,1455,Beale Afb,39.125311,-121.392283,5654,0
UCEW-FFLIP,One Year,3648-GZPHF,Yes,Yes,No,No,No,No,Yes,Yes,DSL,2,Yes,Mailed Check,32,53,0.0,No,No,No,1151.05,0.0,36.25,0.0,48,Male,Yes,3,No,92069,340,San Marcos,33.162624,-117.170863,52664,0
UCLH-LSKKC,Month-to-Month,4559-UWIHT,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Fiber Optic,8,Yes,Bank Withdrawal,14,10,45.57,No,No,No,1185.0,637.98,82.65,0.0,37,Male,Yes,0,No,93422,703,Atascadero,35.453912,-120.69461,29539,0
UDJH-YWXQY,One Year,2788-CJQAQ,No,No,No,No,No,Yes,No,No,None,0,No,Mailed Check,13,0,22.31,No,No,No,270.2,290.03,19.45,0.0,39,Male,No,0,No,95388,1220,Winton,37.421299,-120.599587,11463,0
UDLR-ALOIY,One Year,2122-SZZZD,No,No,No,No,No,Yes,No,No,None,0,No,Credit Card,44,0,18.14,No,No,No,835.5,798.16,19.5,0.0,60,Male,No,0,No,95834,1446,Sacramento,38.646209,-121.52446,8403,0
UDOM-VPWEA,Two Year,4565-NLZBV,No,No,Yes,No,No,Yes,No,No,None,5,Yes,Bank Withdrawal,71,0,43.37,No,No,No,1710.15,3079.27,24.65,0.0,33,Female,Yes,0,No,95549,1304,Kneeland,40.664483,-123.865325,264,0
UDSY-OTSKU,Month-to-Month,3594-IVHJZ,No,No,No,No,No,Yes,No,No,None,0,Yes,Mailed Check,2,0,47.19,No,No,No,42.45,94.38,20.45,0.0,31,Female,No,0,No,96033,1544,French Gulch,40.740138,-122.587476,373,0
UDXK-MFCRV,Month-to-Month,1449-XQEMT,No,No,No,No,No,Yes,No,No,None,0,Yes,Mailed Check,3,0,15.12,No,No,No,58.15,45.36,19.8,0.0,33,Male,No,0,No,96130,1613,Susanville,40.559177,-120.612113,19440,1
UEDC-YELNA,Month-to-Month,3235-ETOOB,No,Yes,No,No,Yes,Yes,No,Yes,Fiber Optic,1,Yes,Bank Withdrawal,8,23,47.91,No,No,No,609.9,383.28,74.5,0.0,51,Male,Yes,0,No,92109,358,San Diego,32.787836,-117.232376,46086,1
UENS-ESFGU,Month-to-Month,0822-QGCXA,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,DSL,5,No,Bank Withdrawal,27,21,3.43,Yes,Yes,Yes,2310.2,92.61,83.85,0.0,76,Female,Yes,0,Yes,90068,58,Los Angeles,34.137411,-118.328915,21728,0
UEPH-ZRQZA,Month-to-Month,2101-RANCD,No,Yes,Yes,No,No,Yes,No,Yes,Fiber Optic,0,Yes,Bank Withdrawal,55,26,8.93,No,No,No,4144.9,491.15,73.1,0.0,50,Female,No,0,No,95762,1423,El Dorado Hills,38.684437,-121.055634,22028,0
UEWP-VAXKG,Month-to-Month,0480-BIXDE,Yes,Yes,No,No,No,Yes,No,Yes,Fiber Optic,9,Yes,Bank Withdrawal,19,23,10.68,Yes,Yes,Yes,1743.05,202.92,96.8,0.0,58,Female,Yes,0,No,95903,1455,Beale Afb,39.125311,-121.392283,5654,0
UFDP-KPBON,Month-to-Month,2232-DMLXU,No,Yes,No,No,No,Yes,No,Yes,DSL,0,No,Credit Card,1,58,35.6,No,Yes,Yes,55.2,35.6,55.2,0.0,22,Female,Yes,0,No,91411,226,Van Nuys,34.17847,-118.459472,23646,1
UFRR-HZLKF,Two Year,2509-TFPJU,No,No,Yes,No,No,Yes,No,No,None,1,No,Credit Card,72,0,40.04,No,No,No,1864.2,2882.88,25.75,0.0,62,Male,Yes,0,No,90505,111,Torrance,33.807882,-118.347957,34873,0
UGIB-QQZLC,Month-to-Month,3002-WQZWT,No,Yes,Yes,No,No,Yes,No,Yes,Fiber Optic,0,Yes,Bank Withdrawal,29,82,16.38,No,No,No,1993.25,475.02,74.2,0.0,25,Female,No,0,No,92563,509,Murrieta,33.581045,-117.14719,18311,0
UGJB-DXICA,Two Year,2277-VWCNI,No,Yes,Yes,No,No,Yes,No,Yes,DSL,0,No,Mailed Check,4,15,31.13,No,No,No,179.85,124.52,48.75,0.0,65,Female,No,0,Yes,95007,1063,Brookdale,37.106902,-122.100006,1007,0
UGLU-AZDZL,One Year,1217-VASWC,Yes,Yes,No,Yes,No,Yes,No,Yes,Fiber Optic,10,Yes,Bank Withdrawal,43,8,37.09,Yes,Yes,Yes,4304.0,1594.87,100.55,0.0,77,Male,Yes,0,Yes,93424,704,Avila Beach,35.186644,-120.728305,812,0
UGQD-QKERX,Month-to-Month,0018-NYROU,No,Yes,No,No,No,Yes,No,Yes,Fiber Optic,0,Yes,Bank Withdrawal,5,10,18.65,No,No,No,351.5,93.25,68.95,0.0,58,Female,Yes,0,No,95843,1452,Antelope,38.715498,-121.363411,36432,0
UHDM-TJHXF,Month-to-Month,2672-OJQZP,No,Yes,No,No,No,Yes,No,Yes,Cable,0,No,Credit Card,1,21,40.87,No,No,No,44.75,40.87,44.75,0.0,35,Female,No,0,No,95203,1123,Stockton,37.954089,-121.329761,16357,0
UHQA-FUAGB,Month-to-Month,1976-CFOCS,No,Yes,No,No,No,Yes,No,Yes,DSL,1,No,Bank Withdrawal,1,19,7.74,No,No,No,46.0,7.74,46.0,0.0,69,Female,Yes,0,Yes,92629,536,Dana Point,33.477923,-117.705314,27730,1
UHWP-MSWOJ,One Year,3926-YZVVX,No,Yes,No,No,No,Yes,Yes,Yes,Cable,0,No,Bank Withdrawal,41,12,12.42,No,No,No,2029.05,509.22,50.05,0.0,62,Female,No,0,No,95841,1450,Sacramento,38.660442,-121.346321,20993,0
UHXQ-ETIBG,One Year,0565-IYCGT,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,0,Yes,Credit Card,69,9,29.38,Yes,Yes,No,5356.45,2027.22,78.6,0.0,51,Male,No,0,No,92117,365,San Diego,32.825086,-117.199424,51213,1
UILZ-AKGKB,Month-to-Month,1684-FLBGS,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Cable,6,Yes,Credit Card,23,21,27.49,No,No,Yes,1652.1,632.27,69.5,16.89,60,Female,Yes,1,No,92139,379,San Diego,32.677716,-117.047666,36351,0
UIMG-OHXMJ,Month-to-Month,3411-WLRSQ,No,Yes,No,Yes,No,Yes,No,No,Fiber Optic,3,Yes,Bank Withdrawal,3,17,39.51,No,No,No,239.05,118.53,74.6,0.0,80,Female,Yes,0,Yes,90038,35,Los Angeles,34.088017,-118.327168,32562,0
UIMN-IUJLS,Two Year,4825-FUREZ,No,No,No,No,No,Yes,No,No,None,10,No,Bank Withdrawal,42,0,45.75,No,No,No,835.5,1921.5,20.25,0.0,49,Male,Yes,0,No,95148,1121,San Jose,37.339533,-121.777179,44103,0
UIND-VTCUT,Two Year,3486-HOOGQ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,3,No,Bank Withdrawal,70,19,8.36,No,No,Yes,5743.3,585.2,79.7,0.0,44,Female,Yes,1,No,95128,1109,San Jose,37.316146,-121.936285,32804,0
UIRZ-GFLID,Month-to-Month,3752-CQSJI,No,No,No,No,No,Yes,No,No,None,1,Yes,Credit Card,13,0,16.4,No,No,No,254.5,213.2,20.45,0.0,59,Female,Yes,1,No,94960,1050,San Anselmo,37.99272,-122.575026,16849,0
UIUN-GDFKL,One Year,2453-SAFNS,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Cable,0,No,Credit Card,54,2,45.43,No,No,Yes,3886.05,2453.22,72.1,0.0,68,Female,No,0,Yes,96116,1601,Likely,41.266008,-120.490731,277,0
UIVW-EEJPX,One Year,3727-OVPRY,No,No,Yes,No,No,Yes,No,No,None,3,Yes,Credit Card,66,0,42.84,No,No,No,1714.55,2827.44,25.7,0.0,32,Male,Yes,3,No,91302,189,Calabasas,34.130861,-118.68346,23661,0
UJBF-ANQIK,Month-to-Month,1285-OKIPP,No,Yes,No,No,No,Yes,No,Yes,Fiber Optic,0,No,Bank Withdrawal,1,21,23.2,Yes,Yes,No,79.9,23.2,79.9,0.0,62,Male,No,3,No,91345,207,Mission Hills,34.266389,-118.459744,17112,1
UJCL-OCXTP,Month-to-Month,4504-YOULA,No,Yes,Yes,Yes,Yes,Yes,No,Yes,DSL,0,Yes,Credit Card,35,23,39.11,No,No,No,2136.9,1368.85,59.45,0.0,42,Female,Yes,3,No,95693,1402,Wilton,38.392559,-121.225093,5889,0
UJOD-JGWZM,Month-to-Month,0871-OPBXW,No,No,No,No,No,Yes,No,No,None,0,Yes,Mailed Check,2,0,6.85,No,No,No,39.25,13.7,20.05,0.0,57,Female,No,0,No,92027,324,Escondido,33.141265,-116.967221,48690,0
UJPF-HEEZE,Month-to-Month,4720-VSTSI,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Fiber Optic,0,Yes,Bank Withdrawal,44,6,40.17,No,No,No,3862.55,1767.48,84.8,0.0,54,Female,No,0,No,91754,263,Monterey Park,34.050322,-118.147037,33280,1
UJYB-YXUVK,Month-to-Month,4634-JLRJT,No,No,No,No,No,Yes,No,No,None,0,Yes,Credit Card,1,0,29.86,No,No,No,20.35,29.86,20.35,0.0,30,Female,No,0,No,91764,269,Ontario,34.074087,-117.605618,49474,0
UKBH-DUBNG,Month-to-Month,1760-CAZHT,No,No,No,No,No,Yes,No,No,None,0,No,Credit Card,25,0,3.07,No,No,No,460.2,76.75,20.8,21.81,55,Male,No,3,No,91202,180,Glendale,34.167926,-118.267539,21990,0
UKPX-FOTXO,Two Year,5161-UBZXI,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,1,Yes,Credit Card,69,24,42.9,Yes,Yes,Yes,7261.75,2960.1,106.35,0.0,38,Male,Yes,2,No,94507,928,Alamo,37.855717,-121.994813,15187,0
UKRH-ESYYA,Month-to-Month,0235-KGSLC,Yes,Yes,No,No,No,Yes,No,Yes,Fiber Optic,0,Yes,Credit Card,1,4,33.34,No,No,Yes,85.55,33.34,85.55,0.0,45,Female,No,0,No,93427,706,Buellton,34.631362,-120.238218,4644,1
UKRK-GTECU,One Year,1282-IHQAC,Yes,Yes,No,Yes,No,No,No,Yes,Cable,0,Yes,Credit Card,70,13,0.0,No,No,Yes,3011.65,0.0,44.05,0.0,68,Male,No,0,Yes,95250,1153,Sheep Ranch,38.244806,-120.417301,88,0
UKRN-HCOQA,Month-to-Month,3001-UNBTL,Yes,Yes,Yes,No,No,Yes,No,Yes,Fiber Optic,1,Yes,Bank Withdrawal,29,19,49.36,Yes,No,Yes,2964.8,1431.44,103.95,0.0,69,Male,Yes,1,Yes,91506,233,Burbank,34.169706,-118.323548,18539,0
UKRX-IDQLW,Month-to-Month,0940-OUQEC,No,Yes,Yes,Yes,No,Yes,No,No,Fiber Optic,0,Yes,Bank Withdrawal,10,3,17.07,No,No,No,788.8,170.7,80.7,38.42,54,Male,No,0,No,95694,1403,Winters,38.578604,-122.024579,8406,1
ULII-ZIJMR,Month-to-Month,4760-THGOT,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Fiber Optic,9,Yes,Bank Withdrawal,43,11,49.48,Yes,Yes,No,4107.3,2127.64,94.1,0.0,33,Female,Yes,0,No,95134,1115,San Jose,37.42765,-121.945416,9657,0
ULMT-LUUFS,Month-to-Month,0320-JDNQG,No,Yes,No,No,Yes,Yes,Yes,Yes,Fiber Optic,1,Yes,Bank Withdrawal,23,27,37.95,Yes,Yes,Yes,2331.3,872.85,99.85,0.0,28,Male,Yes,0,No,93035,616,Oxnard,34.18454,-119.224666,25322,1
UMDE-IKBVF,Month-to-Month,2018-QKYGT,No,Yes,No,No,No,Yes,No,Yes,Fiber Optic,1,Yes,Bank Withdrawal,1,85,36.32,Yes,Yes,No,81.05,36.32,81.05,0.0,19,Male,Yes,3,No,91775,276,San Gabriel,34.114772,-118.089431,23444,0
UMLZ-EQHQD,Two Year,3396-DKDEL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,3,Yes,Credit Card,70,53,11.36,Yes,Yes,Yes,8250.0,795.2,115.15,0.0,45,Female,Yes,3,No,93930,848,King City,36.220761,-120.980777,14477,0
UMNK-AGWMA,Month-to-Month,5025-GOOKI,No,No,No,No,No,Yes,No,No,None,0,Yes,Credit Card,20,0,33.86,No,No,No,347.65,677.2,18.9,0.0,46,Female,No,0,No,94963,1051,San Geronimo,38.00474,-122.663717,548,0
UNAI-RVFEQ,Month-to-Month,2868-MZAGQ,No,Yes,No,No,No,Yes,No,Yes,Fiber Optic,0,Yes,Bank Withdrawal,1,5,19.98,Yes,Yes,No,79.25,19.98,79.25,0.0,49,Male,No,0,No,95354,1196,Modesto,37.639029,-120.964772,27135,1
UNVG-DETOH,One Year,4508-OEBEY,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL,2,Yes,Credit Card,31,15,27.37,Yes,Yes,No,2424.45,848.47,75.5,0.0,41,Male,Yes,0,No,93117,631,Goleta,34.489983,-120.091246,49975,0
UOOE-EABLU,Month-to-Month,1236-WFCDV,No,Yes,No,No,No,Yes,No,Yes,Fiber Optic,0,No,Credit Card,14,24,11.31,Yes,No,Yes,1266.1,158.34,90.45,0.0,74,Male,No,0,Yes,94904,1025,Greenbrae,37.946617,-122.563571,12010,1
UOPF-CVQOU,Month-to-Month,0461-CVKMU,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Fiber Optic,0,No,Bank Withdrawal,23,28,38.81,No,No,No,1900.25,892.63,83.8,0.0,45,Female,Yes,0,No,96069,1570,Oak Run,40.689243,-122.037023,829,1
UOWC-AYBMD,One Year,0431-APWVY,No,Yes,No,No,No,Yes,No,Yes,Fiber Optic,1,Yes,Bank Withdrawal,28,13,18.31,Yes,Yes,Yes,2598.95,512.68,90.1,0.0,37,Female,Yes,0,No,94949,1044,Novato,38.067204,-122.524004,13361,1
UOWL-XRVSZ,Month-to-Month,3640-JQGJG,No,Yes,No,No,No,Yes,No,No,Cable,0,No,Bank Withdrawal,13,59,6.18,No,No,No,559.2,80.34,44.8,37.49,25,Male,Yes,3,No,91101,172,Pasadena,34.146635,-118.139225,16812,0
UOWT-WJIAK,Month-to-Month,4826-TZEVA,No,Yes,No,Yes,No,Yes,No,Yes,Fiber Optic,0,No,Credit Card,40,15,18.57,No,No,No,2971.7,742.8,74.8,0.0,50,Female,No,0,No,93645,800,O Neals,37.140104,-119.657092,173,0
UOZH-LQRAX,Month-to-Month,2249-YPRNG,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Fiber Optic,3,Yes,Bank Withdrawal,20,16,28.79,Yes,Yes,Yes,2239.65,575.8,105.85,0.0,57,Female,Yes,0,No,95497,1283,The Sea Ranch,38.696659,-123.436861,752,1
UPCA-LHETY,Month-to-Month,0744-GKNGE,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,0,Yes,Bank Withdrawal,64,12,27.74,No,No,No,5327.25,1775.36,86.8,0.0,31,Female,Yes,2,No,90305,101,Inglewood,33.958134,-118.330905,13779,0
UPCU-IMEVW,Month-to-Month,2139-FQHLM,Yes,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic,0,No,Credit Card,19,6,9.55,No,No,Yes,1682.4,181.45,89.95,29.64,49,Male,No,0,No,92879,597,Corona,33.893823,-117.531446,44875,0
UQNF-ZIHJL,One Year,3125-RAHBV,No,No,No,No,No,Yes,No,No,None,0,No,Credit Card,22,0,23.03,No,No,No,467.15,506.66,20.3,0.0,24,Male,No,0,No,95765,1424,Rocklin,38.823278,-121.281856,15494,0
URAO-CNPRP,Two Year,4115-BNPJY,Yes,Yes,No,No,No,Yes,Yes,Yes,DSL,7,No,Credit Card,29,7,32.46,Yes,Yes,Yes,2054.4,941.34,75.55,0.0,60,Male,Yes,0,No,91950,306,National City,32.67102,-117.095235,62355,0
URMS-NNWLI,Month-to-Month,1989-PRJHP,No,Yes,Yes,No,No,Yes,No,Yes,Fiber Optic,1,Yes,Bank Withdrawal,27,23,10.6,No,No,No,1893.95,286.2,75.5,0.0,75,Male,Yes,0,Yes,94588,986,Pleasanton,37.685052,-121.912061,28568,1
USJW-KHWJK,Two Year,5075-JSDKI,No,No,Yes,No,No,Yes,No,No,None,0,No,Bank Withdrawal,59,0,41.23,No,No,No,1493.1,2432.57,24.45,0.0,64,Female,No,0,No,95258,1159,Woodbridge,38.169605,-121.310964,4176,0
USPA-LXJQA,Month-to-Month,3806-YAZOV,No,No,No,No,No,Yes,No,No,None,0,No,Credit Card,3,0,6.61,No,No,No,56.0,19.83,18.8,0.0,44,Female,No,0,No,94938,1037,Lagunitas,38.021772,-122.691744,821,0
USYP-TCJNT,One Year,0103-CSITQ,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,10,Yes,Bank Withdrawal,57,73,8.01,Yes,Yes,Yes,6252.7,456.57,109.4,0.0,20,Female,Yes,0,No,95357,1199,Modesto,37.670526,-120.877572,13343,0
UTJQ-YGWCD,One Year,0872-CASZJ,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Cable,1,Yes,Credit Card,59,53,20.5,Yes,Yes,No,4096.9,1209.5,69.1,0.0,30,Male,Yes,0,No,95951,1487,Hamilton City,39.732767,-122.042298,1931,0
UTPW-YPJWH,Month-to-Month,4139-SUGLD,No,Yes,No,No,Yes,No,Yes,Yes,DSL,1,No,Bank Withdrawal,31,23,0.0,No,No,No,1077.5,0.0,35.4,0.0,41,Male,Yes,3,No,95054,1084,Santa Clara,37.393554,-121.965114,13031,1
UTSP-RGCER,Month-to-Month,1732-VHUBQ,No,Yes,No,No,No,Yes,No,Yes,Fiber Optic,1,No,Bank Withdrawal,47,26,26.95,No,No,No,3309.25,1266.65,70.55,26.99,73,Female,Yes,0,Yes,92027,324,Escondido,33.141265,-116.967221,48690,1
UTWK-UOQXD,Month-to-Month,1384-RCUXW,No,Yes,Yes,Yes,No,Yes,No,Yes,Fiber Optic,0,Yes,Credit Card,16,8,34.18,No,No,No,1248.9,546.88,80.55,0.0,58,Male,No,0,No,96033,1544,French Gulch,40.740138,-122.587476,373,0
UUTE-HSOJY,One Year,3739-YBWAB,Yes,Yes,No,No,Yes,No,No,Yes,Cable,7,No,Mailed Check,36,23,0.0,No,No,No,1317.95,0.0,35.35,0.0,37,Male,Yes,0,No,90723,140,Paramount,33.897122,-118.164432,55306,0
UUTP-DMLRI,Month-to-Month,1447-GIQMR,No,Yes,No,No,No,Yes,No,Yes,Fiber Optic,1,Yes,Bank Withdrawal,1,30,2.2,No,No,No,69.15,2.2,69.15,0.0,54,Male,Yes,0,No,90062,52,Los Angeles,34.003553,-118.308933,29299,1
UUYJ-NCEKV,Month-to-Month,4895-TMWIR,No,No,No,No,No,Yes,No,No,None,1,No,Mailed Check,11,0,29.54,No,No,No,214.75,324.94,19.95,0.0,79,Male,Yes,0,Yes,92122,370,San Diego,32.85723,-117.209774,34902,1
UVUO-LFXNV,One Year,4716-HHKQH,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,3,No,Bank Withdrawal,20,3,27.56,Yes,No,Yes,2172.05,551.2,107.05,0.0,68,Male,Yes,0,Yes,91767,272,Pomona,34.083086,-117.737997,46626,0
UWFJ-BLNJV,Month-to-Month,3694-DELSO,No,Yes,No,No,Yes,No,No,Yes,DSL,3,No,Credit Card,4,53,0.0,No,No,Yes,156.1,0.0,38.55,0.0,56,Male,Yes,3,No,93549,757,Olancha,36.296851,-117.865469,318,0
